game_id,game_title,system_requirements,game_rating,game_votes,fps_system_bench,game_short_desc
4688,F1 2000,-,9.5,2,0,"F1 2000 is a racing video game based on the 2000 Formula One season, developed by EA Sports and released for the PlayStation and Microsoft Windows formats. F1 2000 was the last Visual Sciences F1 racing game to appear on the PlayStation. With an official FIA Formula One license, it includes the full 2000 world championship season, including the new Indianapolis circuit and the Jaguar Racing team."
4689,NASCAR 2000,-,0.0,0,0,"NASCAR 2000 is a racing simulator video game developed and published by EA Sports and co-developed by Stormfront Studios. The game was released on September 15, 1999 for the Nintendo 64, November 30, 1999 for the PlayStation, February 29, 2000 for the PC, and August 30, 2000 for the Game Boy Color. The game is based on the 1999 NASCAR Winston Cup Series. The game, along with NASCAR 98, is regarded as one of the best of EA Sports NASCAR series of video games. It was the last game for PC, it would not appear on NASCAR 2001 until NASCAR Thunder 2002. This game was the third of the series."
4690,Test Drive Le Mans,-,0.0,0,0,"Le Mans 24 Hours (known as Test Drive Le Mans in North America) is a videogame released for the Dreamcast, PlayStation, PlayStation 2, Microsoft Windows PCs and the Game Boy Color. Based on the famous 24 hours of Le Mans race in France, the player is invited to race the entire 24 hour endurance course or take part in a simpler arcade mode."
4691,Total War: Rome II,"
OS: XP/ Vista / Windows 7 / Windows 8 
Processor:2 GHz Intel Dual Core processor / 2.6 GHz Intel Single Core processor 
Memory:2GB RAM 
Graphics:512 MB DirectX 9.0c compatible card (shader model 3, vertex texture fetch support). 
DirectX®:9.0c 
Hard Drive:35 GB HD space 
Additional:Screen Resolution - 1024x768 ",8.8,41,"200+ 
FPS","Become the world’s first superpower and command the most incredible and vast war machine of the Ancient world. Dominate the enemies of your glorious empire by military, economic and political means.
Your rise will bring admiration from your followers but will also attract greed and jealousy, even from your closest allies.

Will betrayal strike you down, or will you be the first to turn on old friends? How much are you ready to sacrifice for your vision of Rome? Will you fight to save the Republic, or plot to rule alone as Dictator — as Emperor?"
4692,Elsword,"
Windows XP
Intel/AMD 1 GHz
3GB
Nvidia GeForce 5 Series ou equivalente
9.0c
4 GB de espaço em disco
Conexão com a internet
Placa de som
Teclado e Mouse ",7.11,9,"200+ 
FPS","Darkness was all around and the waves faded out onto the dry land where Chaos was born. It wasn't easy to look for any signs of life on this huge continent. One day, a huge gem struck the heart of the continent like lightning. After the incident, the continent was never the same. All the plants that were once dead became alive again, and abundant green life started to sprout in the bare, dry land. The ocean became alive, and soon an abundant river flowed into the forests. The peaceful wind brought life back onto the land.The land had changed into a blessed place where a prosperous life began to grow. Just as people and animals began to appear, a breath of life seemed to emanate from the gem. The gem would shine and glisten on its own and spread the aura of life all around.The gem was admired and people started to call it ""El"". And soon the continent was named ""Elrios"" after the admirable El."
4693,Sonic and All-Stars Racing Transformed,"
OS: Win Xp 32 
Processor: Intel Pentium Dual Core E2180 2.0GHz / AMD Athlon 64 X2 Dual Core 3600+ 

Graphics: AMD Radeon HD 4550 or NVIDIA GeForce 510 

System Memory: 1 GB RAM


Storage: 6.7 GB Hard drive space

DirectX 9 Compatible Graphics Card
",9.4,5,0,"Like its predecessor, the game is a mascot-based kart racer, although it features many new mechanics and improvements from the last game. The most notable new mechanic is that the vehicles now have the ability to transform into sea and air-based vehicles during a race, and the racetracks in the game now terraform as players proceed through them, in a manner similar to games such as MotorStorm: Apocalypse and Split Second: Velocity. For example, one of the tracks in the game, a course based on Panzer Dragoon (a new addition to the Sega Superstars series), features one of the titular creatures destroying a bridge, forcing players to continue the race in the air. They may also opt to continue the race by dropping into the river below and transforming into a boat. The player does not completely decide when they transform; this is mostly decided by the game. Transformation is done by passing through brightly coloured ""transformation gates"" or coming into contact with the surface of water."
4694,Battle Raper II,-,10.0,1,0,"In Battle Raper II, players are able to knock female opponents' clothing off. In combat every character has unlimited guard, a move that can not be blocked, and a super move.As opposed to the first Battle Raper, the sequel actually does not feature rape. Once a fight against a female character is won, the game enters a special mode where the unconscious woman lies on the ground in front of the player who now has to heal her wounds. The Replay mode allows the player to have (consensual) sex with any female characters that finished the storyline with.The game also features a variety of alternative clothing items and weapons for all the characters that can be used to edit their models."
4695,Artificial Girl 3,-,10.0,3,0,"Artificial Girl 3 (人工少女3?) is a Windows 3D eroge/dating sim video game released by Illusion in 2007. It is the sequel of Artificial Girl 2. The player takes on the role of a guy living in a house together with up to five girls, and the general objective of the game is to date and eventually have sex with them. The game includes a ""make"" editor that allows the player to create girls to interact with, editing their physical appearance, psychological traits, and outfits chosen from a set of largely customizable items. The action takes place in a large virtual environment comprising the male character's house as well as the surrounding neighborhood, which includes a school, a beach, a doctor's office, a temple, and more."
4696,Artificial Girl 2,-,9.0,2,0,"Jinkō Shōjo 2 (人工少女 2?, lit. ""Artificial Girl 2"") is a 3D erotic life simulation game developed by Illusion for the PC. The player assumes the role of a young male on an island, populated with a number of idyllic locations typical to the genre (such as the beach, a hot spring, a school, a lab/office, a train car, and a castle's church and dungeon.) Accompanying the player is a cute girl, who provides a number of different social and increasingly erotic actions for the player."
4697,Rubber Ninjas,-,0.0,0,0,"Rubber Ninjas is an experimental 3D ragdoll fighting game by Matteo Guarnieri of Rag Doll Software. It is currently available for Mac OS X (10.4 or later) and Windows (XP, Vista, 7).The game features ragdolls of many sizes and shapes, fighting bare handed or with a variety of different weapons. Thanks to the innovative gameplay based on Matteo's own Ragdoll Masters, players will never fight the same fight twice, and all moves will be different and spectacular.Rubber Ninjas uses smooth OpenGL graphics, a custom ragdoll physics engine and cinematic camera techniques to provide an immersive and thrilling fighting experience.Shadow of the Colossus is considered a spiritual sequel to Ico, and later stated by its creator, Fumito Ueda, as a prequel set in the same world as Ico. The player controls a young man named Wander seeking to bring life back to the body of Mono, a woman that he cared for, by completing the task of killing sixteen monolithic beasts that wander the landscape. Wit"
4698,Crashtastic,-,0.0,0,0,"Crashtastic is a physics game where you build vehicles to help your robot test subject complete various objectives. You can use rockets to help you pass the objectives. make cars with braces to support the car, make space ships to reach heights. This game is being made by one person, you do need the internet to play this game, there are many bugs which may cause the game to crash now and again, at the moment there is no way to complete this game; it's just for fun... :D"
4699,Home Mate,-,0.0,0,0,"@HomeMate (＠ふぉーむメイト in Japanese) is an eroge (hentai game) created by the Japanese company ""Illusion"". The game was released on May 29th 2009."
4700,Project Fedora,-,0.0,0,0,"Project Fedora (working title) is the planned sixth game in the Tex Murphy series of detective adventure games, developed by Big Finish Games. Like the previous three games, it will tell much of its story through live-action full-motion video sequences, and feature freely explorable 3D environments during gameplay.Project Fedora was first announced in July 2009 on Big Finish Games' website, without any details. Previously, Big Finish had considered making a casual game featuring the Tex Murphy character, but after exploring the market, they grew doubtful that such a product would please either casual fans or existing fans of Tex games."
4701,Sonic Fan Remix,-,0.0,0,0,"Sonic Fan Remix is a fan game currently being developed by pelikan13 and Damizean. It is a re-imagining of classic Sonic levels from Sonic 1, 2, and 3 in 2.5D detailed graphics. Initially, the game was developed on the Unity 3D engine, and later included Mercury as its programmer. After Mercury departed, in part due to frustration with the Unity platform, the game was moved to the Egg Engine by its new programmer Damizean."
4702,Planetside,-,0.0,0,0,"PlanetSide is a massively-multiplayer online first-person-shooter computer game published by Sony Online Entertainment and released on May 20, 2003.PlanetSide chronicles the efforts of three factions as they fight for territorial control over ten different continents on the planet Auraxis. Players take on the role of individual soldiers fighting for one of the three factions within the game, and can specialize in various fields such as combat vehicle crewman, infantry, invisible infiltrator or a variety of combat support roles such as combat medic or combat engineer. The game is played primarily in a first person perspective, with the option of third-person."
4703,Ni no Kuni: Wrath of the White Witch,-,0.0,0,0,"The story of Ni no Kuni revolves around thirteen-year-old Oliver, a resident of Motorville, whose mother, Arie, suddenly dies after rescuing him from drowning. A doll, given to Oliver by his mother, is brought to life from his tears and reveals itself to be a male fairy named Drippy, who gives Oliver a book that allows him to use the power of magic and enter the world of ""Ni no Kuni,"" a reality parallel to his own. In Ni no Kuni, Drippy says Oliver may be able to find his mother, Arie. Using the newfound power of magic, Oliver and Drippy venture into Ni no Kuni. There, he befriends Maru, Gyro, and other alternate versions of people (and animals) he knows."
4704,They Came From Hollywood,-,0.0,0,0,"They Came From Hollywood, or TCFH, is a PC game under development by independent studio Octopus Motor that involves the player smashing cities as a monster in the style of cheesy 50s and 60s monster movies. The creators of the game refer to the movies of B-movie director called Harold Haxton as a source of inspiration. Haxton however is an entirely fictitious director of their own creation. The game has been in development since early 2001."
4705,Cricket Life 1,-,0.0,0,0,"Cricket Life™ is a virtual sports, strategy and simulation game franchise that lets gamers experience a cricketer's life. Cricket Life puts you into the shoes of a cricketer and lets you manage the on-field and the off-field life of a cricketer. Cricket Life Ultimate editions will feature over 40 3D Stadia and fully motion-captured animated characters giving you complete control of the player on-field. In Cricket Life, you can earn money by signing club deals, media contracts and lucrative endorsements. If that's not enough, you may also invest your player's hard-earned money into you private business and let your assets grow while you play on-field. The above description is only part of the full story, there's lot more in the game that has not revealed to maintain the thrill of discovering and experiencing unexpected features."
4706,The Outsider,-,0.0,0,0,"The Outsider is a true 'next generation' game focussed on a fresh, evolved gameplay experience, delivered with gorgeous graphics and built with key proprietary Frontier technology. Abandoning the prescriptive, mostly linear story of current generation games, The Outsider stimulates characters' motivations in an immersive, dynamic world and storyline. This gives the player genuine freedom to change the story outcomes in a way not seen before - each player will get a truly unique, sophisticated experience."
4707,Final Fantasy XV,"
Requires a 64-bit processor and operating system
OS: Windows® 7 SP1/ Windows® 8.1 / Windows® 10 64-bit
Processor: Intel® Core™ i5-2500（3.3GHz and above）/ AMD FX™-6100 （3.3GHz and above）
Memory: 8 GB RAM
Graphics: NVIDIA® GeForce® GTX 760 / NVIDIA® GeForce® GTX 1050 / AMD Radeon™ R9 280
DirectX: Version 11
Storage: 100 GB available space
Sound Card: DirectSound® compatible sound card, Windows Sonic and Dolby Atmos support
Additional Notes: 720p 30fps ",7.97,184,"70 
FPS","Final Fantasy XV is the 15th mainline title in the long-running Final Fantasy series. Joined by your closest friends on the road trip of a lifetime through a breathtaking open world, witness stunning landscapes and encounter larger-than-life beasts on your journey to reclaim your homeland from an unimaginable foe. Final Fantasy XV on PC features all released DLC. Insomnia City Ruins dungeon, first-person mode, 4K support and enhanced visuals."
4708,Shadowrun Returns,"
OS: Win Xp 32 
Processor: Intel Pentium 4 1.4GHz / AMD Athlon MP 

Graphics: AMD Radeon HD 6320 or NVIDIA GeForce 315 512MB 

System Memory: 2 GB RAM


Storage: 2 GB Hard drive space

DirectX 9 Compatible Graphics Card
",0.0,0,"200+ 
FPS","Not involved with the poorly received 2007 Shadowrun shooter game, Weisman wanted to work on another Shadowrun project that had a more ""authentic tone,"" but due to restrictions on the license, he could not obtain the backing of other publishers for new Shadowrun projects. The success of crowd funding financing models then motivated him to obtain funding for his project, Shadowrun Returns, through the Kickstarter crowd funding platform. The project was opened to pledges in March 2012 and met its funding goal of USD 400,000 within 28 hours.The funding period ended on 29 April 2012, by which time the project had gathered USD 1,895,772 worth of pledges.Shoot straight. Conserve ammo. And never, EVER cut a deal with a dragon.Shadowrun Returns brings back one of our most original & cherished game settings as a 2D turn-based RPG for tablets & PC."
4709,Project Stealth,-,0.0,0,0,"Project Stealth is an upcoming multiplayer video game in the stealth game genre. The game's design is inspired by the multiplayer component found in Splinter Cell Pandora Tomorrow and Splinter Cell Chaos Theory. The game will be free, stand-alone, and utilizes the UDK license.The game play will consist of two teams with two players on each. The defending team (Mercenaries) plays from a first person shooter perspective while the infiltrating team (Spies) plays in a third person view to aid in increasing situational awareness. Both teams have access to a variety of unique weapons and gadgets to aid them in their mission."
4710,Hoodwink,-,0.0,0,0,"A point and click adventure set in a dystopian future, assume the role of Michael: thief, tinkerer and all-round wise guy.Featuring challenging puzzles and a colorful cast of characters, the satirical world of Hoodwink will tickle your fancy and turn your stomach. Join Michael in a light-hearted adventure filled with intrigue, conspiracy and mischief!A madcap adventure: Sarcastic cyborgs, brainwashed cops and belligerent hawkers are amongst the characters that Michael encounters in his journey to uncover the secrets behind a mysterious device.Colorful cast: A fully-voiced cast brings the wacky inhabitants of Global-1 to life. All you have to do is point and click!Hoodwink is filled with challenging puzzles for Michael to overcome with his cunning and resourcefulness."
4711,NASCAR Thunder 2004,-,0.0,0,0,"NASCAR Thunder 2004 is a racing simulator by EA Sports, released in 2003 and available in separate versions for PlayStation, PlayStation 2, Xbox, and PC. It features the 2002 champion Tony Stewart on the cover with a scowling look to represent the new Grudges and Alliances feature. It was the only game as of 2002 to feature the previous Winston Cup (Sprint) Cup Champion on the cover. The game had the most extensive soundtrack of the series up from four songs from the previous game. The game also has a career mode, season mode, Lightning Challenge mode, SpeedZone, as well as a tutorial mode featuring Richard Petty."
4712,Ghetto Golf,-,0.0,0,0,"Ghetto Golf is a rapid mixture of third person combat, sports gameplay and comedy, dedicated to those players that have always wanted to wield an Uzi with their 9 iron. In addition to a deep single player campaign, Ghetto Golf offers a robust multiplayer mode including Golf Gangs and Team Deathmatch. In keeping with IllFonic’s philosophy of bringing the AAA experience to downloadable titles, Ghetto Golf will include an original soundtrack from top artists and producers plus feature voice talent from some of the best names in urban comedy."
4713,Achtung Panzer: Operation Star - Krasnaya Polyana,-,0.0,0,0,"In middle of February 1943, 320 Infantry division battered in battles is out from the encirclement in the area of Zmiyev in direction to Kharkov. Motorized battle group from SS division, sent to cross river Uday and break through the encirclement and deliver the fuel and ammunition, and assist in breaking out of encirclement. On other side, 350 Rifle Division of Red Army is occupy positions in the Krasnaya Polyana village near the bridge over the river Uday. 6th gds. Cavalry Corps is blocked road from Zmiyev to Kharkov."
4714,Train Simulator 2012: London to Brighton Add-On,-,0.0,0,0,"The London to Brighton Expansion Pack recreates the whole 50 miles from London Victoria to Brighton and includes the Class 377 Electrostar.Ever since the very first train sims became available, the London to Brighton main line has been popular with fans for many reasons. Now available in true modern style for Train Simulator 2012, the London to Brighton Expansion Pack includes a highly-detailed recreation of the Class 377 Electrostar electric multiple unit, which has a number of realistic features including cruise control, driver vigilance device, cab lighting and more. Look out for landmarks galore as you take your train over the River Thames past Battersea Power Station, through Clapham Junction (look out for Southwest Class 450s) and East Croydon, past Gatwick Airport and through the Southdowns to Brighton."
4715,The Lost Inca Prophecy,-,0.0,0,0,"Acua has been having vivid dreams of the New World, and wakes up to find she has drawn a map of a place she has never been to! Travel to the New World and help Acua prevent a devastating prophecy from occurring, restore demolished temples, and save the Inca civilization! The Lost Inca Prophecy can only be deciphered and understood using your Match 3 skills, and by following Acua`s mysterious dreams!"
4716,Refusion,-,0.0,0,0,"Refusion is a Real-time strategy and First-person shooter game designed for the PC. It is set in the future and is about a fictional war between Human race and the fictional race the Skoroman. Both sides are driven to fulfill an age old prophecy, and in doing so find themselves at loggerheads with each other. A player will be able to choose either team, and fight across land, sea and air in first person as a Fighter, or construct bases, research new technology and organize Fighters as a Master. A video was released that demonstrated several of the games playable characters. No release date has currently been announced."
4717,The Fool and His Money,-,0.0,0,0,"The Fool and His Money is a forthcoming puzzle game by Cliff Johnson. It is a self-published sequel to the 1987 game The Fool's Errand. The title is a reference to Thomas Tusser's famous proverb, ""A fool and his money are soon parted."" Like its predecessor, The Fool and His Money will contain many different types of logic and word puzzles that center around a story with a medieval tarot deck theme. There will also be a meta puzzle that uses hidden clues scattered throughout the other puzzles in the game."
4718,Roma Surrectum 2,-,0.0,0,0,"Not a game on itself but it might just well be, and definitely worth adding to the game list. Roma Surrectum 2 is a huge mod, made for Rome: Total War.If you're a fan this is an absolute must have mod.Roma Surrectum (meaning ""Rome Arises"") is a complete remake of the game, both graphically and in its gameplay. Improvements include a new economic system with hundreds of new buildings, an accurate and graphically improved campaign map, massively upgraded battlefield environments with more realistic custom-built vegetation, new factions, 28 unique Roman legions (!!!!), and over 500 highly detailed and more historically accurate units."
4719,Human Element,"
OS: Win Xp 32 
Processor: Intel Core i3-2115C 2.0GHz / AMD Athlon II X3 455 

Graphics: AMD Radeon R7 240 2GB or NVIDIA GeForce GT 720 v2 

System Memory: 2 GB RAM


Storage: 15 GB Hard drive space

DirectX 9 Compatible Graphics Card
",0.0,0,"200+ 
FPS","Human Element is an upcoming video game slated for a late 2015 release.It is being developed by Robotoki a new dev studio that sprung up after Robert Bowling left Infinity Ward in 2012. The studio is in Los Angeles, CA. The game was announced on June 1, 2012.
The gameplay lets players support others survivors or get right in to the zombie killing mayhem."
4720,Cut the Rope,-,0.0,0,0,"Cut the Rope is a physics-based puzzle video game for handheld gaming platforms. It was developed in 2010 by Russian developers ZeptoLab and is published by Chillingo. On iOS, it uses the Crystal and Game Center social networking services. On Android, it uses Scoreloop social networking services. On Windows 8, it uses Xbox Live social gaming services. In 2011, it was followed by a sequel, Cut the Rope: Experiments, published by ZeptoLab themselves. In March 2012, Cut the Rope released for Symbian ^3 smartphones."
4721,Max Payne 3: Local Justice,"
OS: Win Xp 32 
Processor: Intel Core 2 Duo E4600 2.4GHz / AMD Athlon 64 X2 Dual Core 5400+ 

Graphics: AMD Radeon HD 3400 Series or NVIDIA GeForce GT 120 

System Memory: 2 GB RAM


Storage: 2 GB Hard drive space

DirectX 9 Compatible Graphics Card
",8.75,4,"168 
FPS","On June 27, Rockstar announced the first downloadable content (DLC) Local Justice will hit the Xbox 360 and PlayStation 3 on July 3, with a subsequent release following for PC on July 17. The DLC will includes three new maps, a new weapon, a new item, a new multiplayer faction, and achievements and trophies."
4722,Naughty Bear,-,0.0,0,0,"Naughty Bear is a video game for the PlayStation 3 and Xbox 360 consoles as well as for iOS devices. Players control the eponymous bear as they use various things to earn ""Naughty Points"", with extra points being given for random missions.The game is set on a paradisiacal island where teddy bears live in harmony. The main character, Naughty Bear, is a shabby teddy bear who has a tendency to be mischievous, which earns him the dislike of the other bears. Like the other teddy bears, he does not speak but instead conveys his emotions through a variety of sounds and facial expressions. His actions are influenced by an unseen narrator with a demeanor reminiscent of that of a young children's television show host."
4723,Nier,-,0.0,0,0,"His Destiny is written in Blood.His Path is forged by Vengeance.His Dreams are woven with Deception.Nothing is as it seems in Square Enix’s latest action adventure game, set in a crumbling worldplagued by disease and dark, unrecognizable creatures. Players assume the role of the unyielding protagonist, NIER, resolute in his quest to discover a cure for his daughter, who is infected with the Black Scawl virus.With powerful allies and a mysterious book, NIER encounters things that will confound even the mightiest of warriors.With NIER, experience seamless in-battle cinematics and explore hauntingly familiar lands, intense action-packed battles, and storytelling like only Square Enix can do."
4724,Pro evolution Soccer 6,-,8.29,7,0,"Pro Evolution Soccer 6 is a video game developed and published by Konami. Released on 27 October 2006 for the PlayStation 2, Xbox 360, and PC platforms and following on the Nintendo DS and PlayStation Portable on 1 December 2006, Pro Evolution Soccer 6 is the 6th edition of the Pro Evolution Soccer series for the PlayStation 2, 2nd for the PlayStation Portable and 4th for PC. It is the first game to debut on the Nintendo DS and the Xbox 360. The Xbox 360 version features improved graphics, but retains gameplay similar to the other console versions. The edit mode has been stripped down for the Xbox 360 release, due to time restrictions. The graphics engine on the PC does not utilise the next-gen 360 engine but will again be a direct conversion of the PlayStation 2 engine."
4725,Intrusion 2,"
OS: Win Xp 32 
Processor: Intel Pentium 4 2.0GHz / AMD Athlon XP 2000+ 

Graphics: AMD Radeon Xpress 1200 Series or NVIDIA GeForce 6200 LE 

System Memory: 1 GB RAM


Storage: 50 MB Hard drive space

DirectX 9 Compatible Graphics Card
",0.0,0,"200+ 
FPS",Intrusion 2 is an action platformer. Set in sci-fi environment on reserve planet occupied by hostile military corporation conducting forbidden weapon research. Intrusion 2 is inspired by classic 16bit era sidescrollers and focuses on classic fast paced action combined with modern physics and animation.
4726,Supremacy MMA,-,0.0,0,0,"Supremacy MMA is a mixed martial arts–style fighting video game developed by Kung Fu Factory and published by 505 Games. The game was released on September 20, 2011 in North America, September 23 in Europe, and September 29 in Australia for the PlayStation 3 and Xbox 360 game consoles. It was also released for PlayStation Vita on March 27, 2012 in North America, and May 11 in Europe, under the title Supremacy MMA: Unrestricted.The game takes players through an underground amateur mixed martial arts circuit as their character attempts to achieve fame within the game. GameZone contrasted this competition style to that of other MMA titles such as UFC Undisputed 2010 or EA Sports MMA which it said, ""take a professional, technical approach to mixed martial arts""."
4727,Demise: Ascension,"
OS: Win 2000 
Processor: Intel Pentium III / AMD Athlon MP 

Graphics: AMD Radeon 7000 64mb or NVIDIA GeForce 2 MX 100/200 32MB 

System Memory: 256 MB RAM


Storage: 350 MB Hard drive space

DirectX 9 Compatible Graphics Card
",0.0,0,"200+ 
FPS","With its area doubled since the release of Demise: Rise of the Ku'Tan (Volume I) over ten years ago, Demise: Ascension (Volume II) has become one of the largest dungeon-based role-playing games for the PC. It is an essential dungeon exploration game with hundreds of hours of playability and many unique features ~ including the fact that it may be played as a single player (SP) game or, with its included server, as an on-line game where a group of up to sixteen players from around the world or in a local neighbourhood, may play the Multi-Player (MP) version."
4728,Rhythm Party,-,0.0,0,0,"Rhythm Party, a new downloadable game for the Xbox LIVE® Arcade for the Xbox 360® video game and entertainment system from Microsoft. Designed exclusively for use with the Kinect sensor, no avatars or elaborate customizations are needed in Rhythm Party, because YOU are the star! Use the Kinect sensor to put your own silhouette in the game, giving a whole new level of fun and entertainment."
4729,Gameglobe,"
OS: Win Xp 32 
Processor: Intel Celeron E1200 Dual-Core 1.6GHz / AMD Athlon 64 X2 Dual Core BE-2300 

Graphics: AMD Radeon X1800 Series 256MB or NVIDIA GeForce 8800 GS 

System Memory: 1 GB RAM


Storage: 2 GB Hard drive space

DirectX 9 Compatible Graphics Card
",0.0,0,"200+ 
FPS","Create Your Own Action Adventure Game on GameglobeGameglobe – It's your action adventure game that lets you explore inspirational, fun and exciting games from creators all around the world. But that's not all; you can create your own game too! Armed with easy and intuitive tools anyone will be able to create exciting and engaging action adventure games to easily share with everyone.Create Exciting Action Adventure Games in MinutesGameglobe is a platform that allows you to unleash your creativity on the world by giving you access to fantastic tools and props that will enable anyone to create visually stunning and exciting action adventure games in minutes…or hours if you want to."
4730,Mensa Academy,"
OS: Win Xp 32 
Processor: Intel Pentium 4 3.0GHz / AMD Athlon XP 3000+ 

Graphics: AMD Radeon X1900 Series or NVIDIA GeForce 7800 GTX 

System Memory: 1 GB RAM


Storage: 1 GB Hard drive space

DirectX 9 Compatible Graphics Card
",0.0,0,"200+ 
FPS","Curious about your IQ? Mensa Academy, a new brain training game that will give players the ultimate grey matter workout. Packed with a series of fun and stimulating mini-games and challenges, filled with questions endorsed by Mensa, the worldwide organisation for people with IQs in the top two percent of the population.  Mensa Academy offers players the ability to determine and improve their score in Play, Coach and Test modes. Play mode challenges players to take on 100+ replayable levels in five disciplines— Numeracy, Language, Logic, Memory, and Visual, packed with questions. For further training, players can use Coach mode to hone their abilities and assess their progress in key disciplines before taking their skills to the next level in taking the Test and discovering their Mensa Academy score; will all that brain training have paid off?"
4731,Grease,-,0.0,0,0,"This is Grease™ for the New Generation, inspired by the 50’s and danced by you!With over 20 familiar songs to sing along to and all your favourite dance routines to learn, Grease™ combines the movie's timeless music and memorable choreography with motion sensor technology to deliver the ultimate singing and dancing Grease™ experience on Kinect for Xbox®360 and PlayStation®Move this November."
4732,Michael Phelps - Push The Limits,-,0.0,0,0,"GET INSPIRED BY ONE OF THE GREATEST ATHLETES OF ALL-TIME.For the first time ever, Michael Phelps: Push the Limit brings the fun, fitness and excitement of head to head swimming to your Kinect. With innovative, motion-controlled gameplay technology, you can turn your living room into a king-sized pool - big enough for the whole family or a bunch of friends!Splash into a casual fun match-ups against friends and family, or dive deeper and immerse yourself in the world of competitive swimming in career mode, and climb through the ranks for a chance to take on the greatest athlete in the world: Michael Phelps, himself."
4733,The Da Vinci Code,-,0.0,0,0,"The Da Vinci Code game is a third-person action and adventure game. Its story is based upon that of the book, rather than the film, although it has several gameplay elements and narrative events that appear in neither.The aim of the game, as with both the book and the film, is to locate the Holy Grail. To achieve this goal, the player must gather clues, solve puzzles, and successfully evade or defeat enemies.The Da Vinci Code is a video game for PlayStation 2, Xbox and Microsoft Windows, developed by The Collective, Inc. and published by 2K Games. Based on the novel by Dan Brown, the game is not associated with the film of the same name, and as such the characters have no resemblance to their movie counterparts."
4734,Freestyle Street Soccer,-,0.0,0,0,"Freestyle Street Soccer also known as Urban Freestyle Soccer In Europe takes place in a gritty, urban environment focusing on 10 individual gangs, all based on the different styles, fashions and cultures found in the concrete Jungle. These teams fiercely compete for each other's turf with the ultimate goal to gain control of the whole city ... by any means possible.It's also just as important to look as cool as you can while trying to get the ball in the back of the net, as it's as much about respect as it is the final score.Featuring an amazing and mind blowing skills and ticks system as well as a ""dark-side"" list of moves, Freestyle Street Soccer is the ultimate arcade experience, opening the underground culture, lifestyle and appeal of the sport to a mass market audience in a game that will re-define the soccer category for ever."
4735,Dark Dimensions: City of Fog collectors edition,-,0.0,0,0,Silvertown was swallowed by fog and disappeared from the face of the earth 100 years ago. Search for a town consumed by fog! Unlock forbidden doors and uncover mysterious items in this thrilling Hidden Object Puzzle Adventure game!
4736,Spirit Walkers: Curse of the Cypress Witch,"
OS: Win Xp 32 
Processor: Intel Pentium 4 1.4GHz / AMD Athlon XP 1600+ 

Graphics: AMD Radeon HD 3100 or NVIDIA GeForce4 MX 420 

System Memory: 1 GB RAM


Storage: 1 GB Hard drive space

DirectX 9 Compatible Graphics Card
",0.0,0,"200+ 
FPS",Lift a curse and save the Cypress Witch in Spirit Walkers: Curse of the Cypress Witch! Maylynn and a group of friends go on what was supposed to be an innocent hiking trip when one of her friends gets seriously hurt. Looking for help Maylynn ends up at a beautiful and majestic cypress tree. She meets a witch that offers to help in exchange for a favor first. Now you'll have to travel to a different time and dimension to undo a thing that once went wrong!
4737,Margrave: The Curse of the Severed Heart,"
OS: Win Xp 32 
Processor: Intel Pentium III / AMD Athlon MP 

Graphics: AMD Radeon X1270 or NVIDIA GeForce 7100 

System Memory: 512 MB RAM


Storage: 192 MB Hard drive space

DirectX 9 Compatible Graphics Card
",0.0,0,"200+ 
FPS","Deep in the English countryside, Edwina Margrave has returned to the cottage where her parents died, eager to speak with the one person who might shed light on the tragedy – the volatile landlady, Miss Thorn. But her shocking revelations are not what Edwina expected! Enlist the aid of the spirit world and evade the wrath of a disfigured beast as you explore Margrave: The Curse of the Severed Heart, a heart-breaking Hidden Object Puzzle Adventure game!"
4738,Remington Super Slam Hunting Alaska,"
OS: Win Xp 32 
Processor: Intel Pentium 4 1.5GHz / AMD Athlon XP 1500+ 

Graphics: AMD Radeon X1300 256MB or NVIDIA GeForce 6600 GT 

System Memory: 1 GB RAM


Storage: 350 MB Hard drive space

DirectX 9 Compatible Graphics Card
",0.0,0,"200+ 
FPS","Shoot fast, move quick and be ready for anything as you experience the wilds of Alaska! Set your signets on trophy Deer, Caribou, Elk, and Moose - but don't forget that predators like Wolves, Bears, Cougars have their signs on you. Remington Super Slam Hunting: Alaska is Outdoor Action!Play with or against your friends! Remington Super Slam Hunting: Alaska features one of the best cooperative hunting experiences with a full Co-Op campaign. Every level can be played alone, in Co-Op, or in Versus modes. Post your scores to the Online Leaderboards and climb your way to the top- be the greatest hunter in Alaska!"
4739,Remington Super Slam Hunting Africa,"
OS: Win Xp 32 
Processor: Intel Pentium 4 1.5GHz / AMD Athlon XP 1500+ 

Graphics: AMD Radeon X1300 256MB or NVIDIA GeForce 6600 GT 

System Memory: 1 GB RAM


Storage: 350 MB Hard drive space

DirectX 9 Compatible Graphics Card
",0.0,0,"200+ 
FPS","Head into the deepest reaches of Africa, armed with your wits, your skills, and an array of high-powered weapons and accessories! Experience action arcade hunting excitement like never before as you explore 35 challenging missions across a variety of terrain. Match the right weapon to the situation to maximize your score, as you hunt over 15 different big game animals, birds and varmints. Pull off amazing long shots, zoom in for spectacular head shots, and take down dangerous predators before they attack!Compete with up to 4 players locally in co-op and challenge modes. Earn achievements, purchase new weapons, and aim for the worldwide high score leaderboards as you fight your way through the safari!"
